time,L_elbow,R_elbow,L_shoulder,R_shoulder,trunk_forward,trunk_sidebend,L_knee,R_knee,L_hip,R_hip,L_ankle,R_ankle,L_wrist,R_wrist
3.601976156,41.682827,54.22368,24.358694,17.13871193,5.6945376,5.274552,178.2740936,176.3381348,178.6905823,172.89919,142.1733,128.98169,168.39232,170.18744
3.650946379,37.927505,57.708675,20.110422,17.16490555,8.695425,8.325839,177.043869,176.8796844,179.4453735,171.0431,144.45818,144.01653,171.49416,168.31683
3.701096535,35.282,57.826214,16.788712,14.75711441,10.4311495,10.014079,176.8110657,178.4034424,179.511795,171.65121,146.03082,143.55743,177.26999,166.53506
3.750953197,34.353962,54.59693,18.720284,7.721690655,11.609617,10.9944725,177.3581543,176.8105774,179.8733215,170.71788,146.1889,143.99544,179.47696,166.5692
3.799944162,33.205585,46.51284,20.439528,8.988610268,12.44551,11.651324,177.6856384,176.5299835,179.6533813,171.50319,150.6153,150.59872,179.11374,171.91481
3.850894451,33.82151,46.597397,21.484373,19.19457054,12.89062,12.279248,177.9512787,176.4765778,179.7466431,171.56296,153.4388,151.60861,178.04675,173.11111
3.899950504,40.95796,60.1324,25.410158,42.81412506,12.510125,12.114125,177.4709015,175.7831726,178.4998779,171.58722,157.40863,149.7398,171.48083,170.25584
3.948652983,43.25721,72.39111,28.605762,47.11977005,12.773696,12.395033,177.3266449,175.8742676,177.4365234,172.15569,159.98102,153.0968,171.22595,172.55283
4.002031803,43.80049,86.791466,30.044569,44.54640579,12.723508,12.427162,177.866394,177.1399384,176.9905853,173.28513,165.23883,147.63098,171.89983,156.72241
4.050902605,44.582382,99.808014,29.505217,42.00211716,12.45446,12.514948,178.2910614,179.1877136,176.3890228,176.69801,157.8506,142.20694,169.65439,148.54787
4.100945711,43.120132,105.83724,27.569296,37.22227859,12.004722,12.147911,177.4060059,177.1856689,175.3114777,179.2272,146.18666,130.59622,172.331,133.4452
4.150891304,42.99455,109.20023,24.932953,33.47628403,9.451657,9.736517,177.4123688,175.6245575,175.8259277,178.36015,139.14037,127.704475,170.72632,134.82054
4.200991869,41.787334,63.54426,26.625505,19.78361702,7.5692673,7.0992613,177.0908661,176.7075653,179.0589142,176.58607,134.22676,123.94691,175.07956,145.34355
4.250948906,48.85126,63.007427,36.823574,35.00450897,5.914866,5.6170893,177.8619995,177.3229828,179.4618378,174.77782,123.362144,120.69663,164.54373,146.88478
4.301943302,57.998596,53.030342,32.31177,48.86746597,0.09278741,0.21939689,179.4902344,178.0891876,177.1962738,176.48787,132.73392,118.14448,164.70282,154.95612
4.351002932,58.21751,52.348347,34.547783,47.91090775,1.9457146,2.0580444,179.8898468,179.9657288,176.7052002,175.0492,132.38037,115.38555,173.17863,154.61404
4.401021004,60.149345,53.00834,33.68032,42.20934296,1.8314142,1.9732805,178.3777771,179.690979,179.5563202,175.02094,130.05898,113.677315,164.45886,157.18701
4.450918913,61.539585,52.565125,34.11469,40.93939209,1.9891845,2.1687107,178.9344788,179.442215,178.7329712,173.74025,132.63368,115.120224,164.05334,155.53484
4.499958515,51.96281,58.666508,32.57052,41.16535187,1.6308687,1.6315886,179.4205322,179.376297,179.3329315,170.87895,134.18996,119.195755,170.2199,154.8026
4.55099082,49.897366,59.21635,31.27623,43.0004158,1.1631476,1.1262224,179.6573486,179.3135681,179.7832794,171.18082,133.65552,121.26406,169.25067,160.99005
4.600914478,48.327885,58.437485,28.164518,42.29948807,0.40445173,0.4739525,178.7218933,178.2644806,179.0369263,173.60309,129.55583,121.96571,162.61574,162.45213
4.651906252,51.897594,56.64475,24.864653,41.68803024,2.527549,2.54914,178.5940094,176.3145752,179.0558014,176.33958,132.61676,119.90899,156.42612,166.40764
4.700907469,122.13738,60.817772,13.400765,36.07795715,3.8380325,3.7940052,178.5208893,174.4921875,179.3349915,178.4869,134.8745,127.81413,92.212975,156.84935
4.750987053,45.04422,60.851463,15.458673,29.75363159,5.321118,5.115654,177.708252,174.0880432,179.640625,178.65869,140.27747,130.3986,170.58104,166.79405
