time,L_elbow,R_elbow,L_shoulder,R_shoulder,trunk_forward,trunk_sidebend,L_knee,R_knee,L_hip,R_hip,L_ankle,R_ankle,L_wrist,R_wrist
0.053134441,30.956068,61.725483,13.16636,18.698214,8.631718,7.7439494,175.21906,176.8406677,177.61353,177.2361298,145.19293,138.43109,171.59332,152.89967
0.100948095,30.159292,64.008965,12.610442,18.624699,7.7671304,6.959338,174.53915,175.8241577,176.6246,178.3852844,146.18655,138.66718,169.2952,152.55121
0.147936583,28.974932,69.20409,12.602211,22.983788,9.1737175,8.224831,174.99796,176.6333618,177.64998,177.2803192,148.65614,151.0021,166.65903,154.4066
0.200946093,28.53649,71.13523,13.881578,22.264866,9.913854,8.804263,175.29492,178.3800812,178.5499,175.697052,154.11977,157.8266,168.523,154.64677
0.248898983,29.175547,72.924515,16.035793,22.408669,12.238605,10.958727,174.98674,176.2876434,179.04858,177.1354065,153.66307,154.92326,175.19037,166.57117
0.298934698,31.081072,67.71034,17.816084,18.93728,12.299544,11.0490265,175.4542,177.1949463,179.77618,175.6099091,152.28166,152.77402,174.17088,170.48393
0.348907948,32.973984,65.276,19.115398,19.505808,12.214222,10.985426,175.57011,177.3773499,178.78001,174.8179321,152.33643,152.68732,172.46762,169.31883
0.398956776,32.02202,65.10679,20.288944,18.009287,12.5760765,11.306219,175.90283,177.1502228,179.21965,174.5276794,154.82397,154.04604,170.6801,169.2741
0.450000763,31.815163,62.272137,20.740747,14.178754,12.811283,11.603116,175.91417,177.7606812,179.4968,174.0686493,155.62817,154.49979,171.5662,171.65942
0.499018431,30.101274,46.630154,20.349073,1.2574104,12.645636,11.677624,176.11234,179.9801941,179.35835,172.4064636,157.62836,156.78462,178.55232,175.2129
0.548002243,31.102444,46.801453,22.194727,3.425484,13.128795,12.149745,175.73431,179.2592773,179.35866,171.7944946,161.23076,158.41705,179.05725,170.3311
0.598966837,35.15156,53.192257,19.740519,11.152172,13.295622,12.530777,176.16261,179.7489929,178.99692,172.5511475,160.92131,156.23633,174.54169,158.1549
0.650940657,35.24098,62.197586,16.675785,18.482521,13.761858,12.977421,176.00815,179.3562164,179.38007,173.7749481,159.21317,156.3886,168.34497,149.6406
0.698915243,35.45146,63.077038,15.516326,19.619133,13.996314,13.176177,175.89214,178.861496,178.91321,174.5766602,159.17696,157.27177,166.34946,148.29117
0.749945879,33.436676,71.89282,15.371834,22.086378,14.154893,13.422557,175.8632,177.3936005,178.17468,176.7167511,161.5472,158.22168,169.207,156.279
0.799974203,43.391006,107.13572,20.144741,33.59993,9.941961,9.972495,176.69464,176.0175323,176.93451,179.5190735,139.1133,127.68035,167.99179,153.65276
0.849932194,44.119118,106.02189,19.833563,32.81651,6.934548,7.143969,174.46642,173.3812866,175.38832,179.6272583,137.1469,121.36854,168.36008,154.97253
0.898022413,52.523163,124.07598,21.604868,15.73034,4.5958905,5.0133686,176.21388,174.1317749,177.68742,179.3385315,132.06914,117.91768,161.53563,145.8072
0.948859453,58.110783,114.93313,12.101784,5.166229,3.3459141,3.807452,175.7619,175.2456818,178.14616,178.737442,126.65164,106.30239,145.9028,124.628555
0.997905731,73.1963,40.380875,6.8426924,3.0043952,3.6195266,3.8865523,176.8388,173.375473,177.27063,179.726593,127.13771,115.80776,154.4302,170.04811
1.047890663,68.535,59.33324,19.658133,26.670362,2.60827,2.727926,177.60004,176.3917236,178.49557,177.1465759,118.72088,118.92113,148.10222,160.24113
1.098799944,56.49732,58.573288,18.337358,42.814854,0.16902046,0.6003568,176.89064,177.7051697,176.84018,178.0449524,126.56231,121.12559,171.55377,149.1078
1.149969339,52.947666,58.692207,16.501944,42.88889,1.3445024,2.077542,175.67708,177.2191925,176.41148,177.806076,123.538734,122.35021,175.8652,152.46892
1.200087309,47.529594,55.234734,18.021809,40.942337,1.8427064,2.7588215,179.39572,175.8939972,176.91357,177.6706238,124.5911,120.91166,168.76479,154.29335
1.247986317,47.73055,54.772816,22.13551,37.15923,1.587206,2.1218176,178.64996,175.4421387,179.04202,178.6795654,131.57991,118.90636,176.71864,154.83034
1.299936533,48.406548,54.369198,25.13561,38.55536,2.0113943,2.5088944,178.13858,175.7921906,179.97202,179.1611481,134.15208,116.96651,176.64648,147.64107
1.3495574,54.42392,52.035976,25.229218,37.904953,2.8882563,3.4415073,177.71568,175.9996185,179.51663,179.3781738,134.01323,116.87219,168.51363,153.22235
1.402016878,48.68028,52.487423,21.83302,41.1377,0.6330381,0.69969535,177.79974,177.825058,179.24799,175.8790588,129.34077,122.294205,169.95262,160.70892
1.449917078,40.50403,52.33816,19.624624,35.292625,3.1126294,3.0820386,177.16876,178.3476563,179.96042,175.8800049,135.34901,125.595764,177.72667,165.16815
