time,L_elbow,R_elbow,L_shoulder,R_shoulder,trunk_forward,trunk_sidebend,L_knee,R_knee,L_hip,R_hip,L_ankle,R_ankle,L_wrist,R_wrist
0.051120281,16.010096,2.4781237,12.919398,25.561544,16.60467,17.143242,178.8302917,179.15953,175.0429688,176.82503,169.1586,176.03069,174.02747,172.81459
0.099985123,16.158703,2.3451846,12.699623,25.62329,16.576622,17.14315,178.7016907,179.19205,174.850296,176.82596,169.08395,175.9858,174.20897,172.3579
0.152011395,16.317776,0.96570575,13.728312,25.958342,16.359585,16.929018,177.9107971,179.73904,173.767395,177.52621,169.4023,175.7968,175.68819,172.04247
0.20300293,15.693428,0.26761076,15.018938,26.281004,16.481094,16.85614,178.0186005,179.8176,173.4026489,178.0288,169.66296,175.23227,175.26607,172.93651
0.249998093,14.872311,0.03956468,15.6785345,26.784225,16.56302,16.878265,178.4193268,179.44292,173.4850616,178.08081,169.12857,174.59697,175.07202,174.17781
0.300770998,14.102456,0.33279094,16.529142,27.44322,16.49948,16.758915,178.5079803,179.50108,173.119873,178.22655,168.72694,173.80846,175.07394,173.16861
0.350034714,13.697035,1.1836598,16.823885,27.977901,16.299765,16.566769,178.9320984,178.46442,172.9930725,177.708,168.61484,174.19092,175.2968,171.12126
0.401060343,13.531375,2.1590328,16.772327,27.930628,16.438948,16.701387,178.8035126,178.49727,173.0180206,177.64622,168.66747,174.3922,175.44211,167.83783
0.450063944,14.832342,3.5583694,15.498559,22.846382,16.078636,16.712496,178.5418243,178.202,173.0542297,177.38947,168.14487,174.10558,173.35904,177.75223
0.500021219,15.239029,9.544168,15.605757,20.205597,15.936217,16.778883,178.6711578,177.96654,173.3543701,177.32437,168.29778,173.77536,171.19365,174.54585
0.551016808,14.845598,13.819965,15.922343,17.967852,15.723888,16.721756,179.4071808,177.22667,173.6884613,176.99149,166.25609,174.30405,172.8782,162.8742
0.602113247,14.09044,51.530613,17.454813,16.236603,15.529252,16.604933,179.1766968,177.0223,174.0588989,176.09695,165.75743,174.08224,172.27289,55.78761
0.650010824,13.468308,154.90459,19.459854,11.554233,15.834192,16.935337,180,176.55087,175.6013184,175.41776,164.142,174.84998,170.7902,174.92564
0.699941635,2.6690247,166.68361,29.230059,26.900518,16.157413,17.485119,179.5227356,177.94385,176.5301971,174.69965,163.35956,172.40224,176.56133,152.79248
0.750006676,1.6467508,18.809292,32.009094,39.275444,15.680444,17.385662,176.5097351,179.14384,174.8016968,174.39905,170.45189,168.92743,179.92087,158.69019
0.799974442,5.66327,4.372779,34.626938,47.332527,15.976344,17.31903,176.4549103,178.09134,175.2799072,172.99461,173.55682,168.6446,173.88431,163.6951
0.850060225,11.34564,2.0253572,39.22172,52.764355,16.98506,17.821741,178.5469208,177.1815,177.6628265,172.36333,171.69759,170.13681,166.8953,163.64066
0.900010109,9.72312,5.655963,37.244797,50.393044,17.105862,17.937614,179.7375488,177.72289,177.8453979,171.88634,167.2082,164.47404,171.16193,164.60315
0.950989008,10.153869,10.560395,35.344208,48.835056,17.018484,17.634422,178.8386993,177.22694,177.548233,170.95494,169.63235,162.12122,172.34103,168.47368
1.000990152,10.668078,6.5160484,35.56679,50.49417,16.984112,17.538008,179.3095856,177.17075,177.7217712,170.85666,168.73163,162.47937,172.44318,163.21634
1.049984455,10.802448,2.3662882,36.38859,54.084633,17.041922,17.52007,178.5586853,176.66122,177.6847992,170.5962,171.46754,162.35323,171.46037,156.06322
1.101600647,9.976714,0.01978234,36.883205,57.674286,17.04614,17.40482,179.1436157,175.89557,179.1581268,169.68199,173.30519,163.30522,171.49774,159.0342
1.152106762,9.669834,2.0006626,37.299175,60.193367,17.14491,17.450235,179.1365509,177.15799,179.4121552,169.45363,174.21483,164.9237,170.71216,162.95459
1.201004267,9.109404,3.3061817,37.179462,61.15126,17.01405,17.236416,179.5711212,177.1001,179.2916718,169.56697,173.96127,165.68677,171.40797,163.48062
