time,L_elbow,R_elbow,L_shoulder,R_shoulder,trunk_forward,trunk_sidebend,L_knee,R_knee,L_hip,R_hip,L_ankle,R_ankle,L_wrist,R_wrist
3.348668337,28.487818,58.419903,11.803516,3.816339,11.925256,11.383768,159.46878,171.44826,165.35136,177.45016,146.8931,144.48535,179.8405,153.96269
3.388398409,34.292812,56.897736,14.403101,3.010449,12.520054,12.096554,151.90028,172.24612,158.49054,176.8578,149.12079,149.09512,171.82648,159.13849
3.438812733,36.54727,56.104893,13.194563,1.1999149,12.579072,12.114597,152.33487,172.4314,158.64815,176.64099,148.40305,149.79926,168.85352,158.17946
3.467451811,35.83599,62.62007,15.650898,5.506055,12.4320965,12.268276,152.0096,172.71324,157.3907,177.16447,145.89708,144.29985,163.25076,149.61676
3.507651091,36.795128,106.887955,23.949213,15.27359,12.742489,12.82849,147.89407,172.35844,152.41753,176.79044,138.8403,137.36948,172.33014,169.08476
3.552351952,47.01284,128.94748,24.97609,23.462158,11.365101,12.206261,156.68292,175.77872,159.95369,179.07611,139.29802,138.99123,166.91035,149.5151
3.589895248,58.73151,126.93459,26.740107,27.218885,9.328074,9.719621,169.25635,177.4989,171.10262,179.37473,146.35738,139.81947,159.41104,159.80939
3.63679266,58.52536,123.29566,27.526814,28.186636,6.5522118,6.723099,170.5606,175.59633,173.1532,179.68658,143.66605,131.92319,161.88643,159.4573
3.671226263,58.68519,123.21835,21.431139,28.151926,4.3680286,4.4020195,171.98253,172.38084,173.25247,179.7944,138.41116,116.52357,158.17691,158.6109
3.713209152,68.727844,142.36682,24.621284,14.269428,4.032403,4.339598,162.24435,166.17264,166.78532,175.0827,123.96269,102.78387,163.01175,140.21178
3.75256443,156.19214,73.17293,1.4644676,24.228453,4.0041857,4.251832,159.71687,166.05173,164.20758,173.14005,130.70552,111.0768,176.09483,162.57594
3.79135561,65.6367,117.04497,4.814708,16.630047,0.17582935,0.22293578,162.03384,170.95699,165.5973,170.7504,130.8871,119.328766,174.94913,126.72284
3.836979628,70.189,104.75416,13.100334,23.669588,0.096913286,0.311533,155.7718,166.94478,161.68274,167.95793,118.93252,110.87401,177.08173,110.2654
3.871291876,75.15257,59.8926,25.995129,46.084503,1.058324,1.5756978,156.25659,165.91261,161.77953,166.4721,122.59204,116.29719,141.35938,148.3767
3.911521435,82.59985,59.418476,44.806232,61.883457,0.31775182,0.5089886,156.22075,168.46446,160.41954,168.37637,122.182175,121.59003,158.88895,121.64904
3.953038216,83.68602,57.72437,49.794914,65.710075,0.06852804,0.048456643,166.73505,168.62271,170.00035,168.69702,123.78499,122.17799,167.59137,118.452354
3.99125576,85.30277,57.41218,48.360447,65.774086,0.9591997,1.1309041,170.49335,168.29745,171.26889,167.40651,123.19926,119.84999,158.44014,133.06146
4.037003756,91.03514,56.350933,40.79375,66.01513,0.45327154,0.40396765,169.95842,165.21744,173.16063,169.83197,127.7527,121.341225,146.73288,166.82576
4.075314283,37.11432,68.963844,53.789177,68.03447,2.587172,2.6532104,168.72586,166.2807,170.47536,172.6846,135.58871,127.401924,147.2698,151.03137
4.114169121,47.691902,56.80124,52.917152,64.652145,2.6024852,2.5845227,168.83023,165.31003,171.68912,172.337,135.31075,123.042694,178.53204,144.85205
4.154065371,46.476776,63.162006,46.86801,60.72966,4.151099,4.082215,166.63965,168.12955,169.97682,174.09076,141.31917,128.31424,178.30614,139.028
4.201317549,44.73153,52.053677,39.576935,55.737,4.0121493,4.095338,160.79688,166.75461,165.23268,172.65532,133.08083,126.95825,168.89,179.64226
4.237116098,36.390675,45.75108,32.2269,51.617764,2.3430974,2.4184039,155.35803,166.2977,162.15988,172.65979,128.40933,125.99481,172.8117,174.11632
4.281378984,37.208275,42.13695,28.181126,48.396122,3.1062708,3.1744084,155.0615,164.65526,163.43515,173.14635,131.40778,125.378334,167.09892,177.24081
4.315282106,106.20428,43.25999,25.790718,46.195526,3.2702796,3.348371,156.58911,165.92726,163.95837,173.52025,132.75174,125.61739,108.574486,169.37961
4.354277372,178.05417,44.989,11.519895,43.1974,3.4490087,3.5703995,150.83598,167.18446,159.81516,174.80849,134.45178,125.89296,179.88635,169.3064
4.395259619,176.32404,45.946053,13.203701,38.206535,3.9654603,4.0313344,148.23286,168.49017,158.49696,175.78801,132.49771,124.761284,120.3249,163.89066
4.451659679,176.68712,46.473183,13.644496,35.74837,4.312933,4.341493,148.35095,169.01366,158.55197,175.82965,132.73839,126.18883,171.5206,160.44844
4.498540878,158.80843,46.228592,14.032656,32.149803,4.5818467,4.6572814,146.19888,168.30652,156.59753,175.44356,129.7671,124.46063,41.149418,157.37881
4.53756547,67.52153,52.328484,19.51499,22.187792,8.169285,8.231631,150.17032,167.98694,160.0483,175.68044,136.27759,127.65593,136.75339,164.01964
4.574501276,41.200996,62.74135,18.09,19.964912,9.051975,9.085039,150.56049,167.40652,159.53448,175.39555,137.9857,131.31015,164.80057,162.64294
4.621225357,35.208637,62.13053,18.08241,13.285758,9.721198,9.64298,150.78848,167.60046,159.30617,175.88542,135.49852,133.98503,166.35855,154.6041
4.655549526,34.15396,58.448116,21.208767,6.2992105,11.275153,11.132573,145.37569,170.38698,155.39731,176.22887,134.55351,143.72928,172.11876,163.0701
4.69548893,36.492382,54.421104,22.76325,1.8182229,12.193624,11.792091,141.72346,170.86598,151.49069,175.28128,135.87909,144.75171,170.91855,171.4568
