time,L_elbow,R_elbow,L_shoulder,R_shoulder,trunk_forward,trunk_sidebend,L_knee,R_knee,L_hip,R_hip,L_ankle,R_ankle,L_wrist,R_wrist
3.289399147,9.775313377,5.592122,28.158033,36.733734,18.477715,18.285706,110.982,101.191925,140.87425,136.19244,154.18344,143.53658,176.97339,177.82164
3.321853399,10.43222427,5.527262,28.036482,35.877197,18.633732,18.337305,117.5383,104.15104,141.01675,136.55801,153.77284,144.16461,177.99953,179.0767517
3.36467433,12.39391899,6.0999503,27.229334,34.481503,18.735888,18.362904,126.437325,124.20628,141.43227,139.23874,163.56406,162.13611,178.61026,179.442215
3.40262866,14.57568455,6.270823,26.34842,33.349247,18.849787,18.49778,127.30009,124.747185,141.71922,140.17671,163.59998,160.96259,175.37093,178.0515594
3.440322399,16.9076004,5.621065,25.225124,33.05897,18.875116,18.64366,135.6371,165.74295,144.25827,165.85619,169.41759,176.57542,172.5774,179.1867371
3.47325635,19.6117382,5.198857,24.2165,32.835106,18.893381,18.682463,136.069,157.02174,144.43959,160.66614,170.0287,173.29828,168.5339,178.4494629
3.516190052,20.36656761,5.1961045,23.948473,32.552494,18.893877,18.65812,127.273834,141.7714,140.05602,150.86316,164.43329,166.24245,167.80441,178.2477722
3.544555902,19.72271729,5.098966,23.688644,32.323647,18.877079,18.726307,125.04639,138.36418,139.0665,148.33162,163.89217,165.51125,169.48866,178.2428436
3.592965603,19.35507393,4.8713794,23.370052,31.044998,18.948568,18.952679,116.98849,121.05695,137.98784,143.7303,155.86952,151.40575,170.0899,178.546524
3.628619909,19.63684464,5.3133054,22.967173,29.042755,18.978865,19.016245,113.1902,105.50429,136.36377,140.72063,149.39606,136.96838,169.51207,178.7444458
3.66891551,18.69966125,7.223603,22.50137,21.656452,18.923037,19.210768,116.8021,116.93231,135.82332,139.81844,155.15712,146.40405,170.30399,179.6731262
3.707004309,12.70260525,8.692307,22.378916,20.747025,18.721943,19.11888,114.68933,118.85015,135.09816,139.00447,155.27876,150.7453,179.05498,179.6288452
3.737197876,9.223175049,8.885995,22.495193,20.524147,18.551836,19.227346,113.22833,113.082214,134.78543,137.71443,151.08076,145.31618,178.35728,176.441452
3.786466122,8.306382179,18.439932,23.685349,19.865274,18.430601,19.13191,104.34171,101.66678,134.68082,136.12865,147.0274,142.62563,179.39801,170.795105
3.824145079,6.644286156,22.071497,24.41726,16.15334,18.08317,18.811983,100.45961,90.542694,134.92436,135.6224,144.81665,138.89934,177.73625,171.4585724
3.851612329,4.954046726,27.535074,24.999357,9.326283,17.854063,18.3157,102.11698,82.87788,136.47871,134.732,144.17555,128.86371,178.44026,176.6363831
3.900648117,2.411108732,51.942635,26.08129,8.111449,17.57167,17.723734,102.13507,80.60219,138.4054,133.38287,142.95639,125.024284,176.62408,173.7826996
3.928421497,1.394794703,60.576855,24.736814,2.4367867,17.221092,17.13375,112.66602,84.51865,138.26892,132.51367,140.83575,127.17782,175.2339,166.1263428
3.966331005,0.883152306,95.28618,24.330742,26.206537,17.30556,16.88082,113.600105,85.59836,137.51819,133.10861,145.04279,127.53427,173.40215,150.4040375
4.016807079,1.180182934,121.09302,25.537323,37.479515,17.149242,16.527222,107.29947,80.71641,135.90083,133.40166,148.39323,124.07411,178.6584,151.1824799
4.046420574,3.372839212,119.290504,25.08325,45.93096,17.071358,16.242855,103.40106,75.18634,135.11748,134.19815,148.67317,125.60585,169.2772,166.2220459
4.095440865,5.500214577,119.56532,25.073137,37.59816,17.06797,16.221231,102.34513,81.256424,134.83368,136.20613,147.84044,125.94387,173.25027,160.3867798
4.128525734,5.077904224,111.112015,25.32208,28.127691,17.04233,16.2039,104.03609,85.10285,134.71544,137.17863,146.55225,126.63794,178.8897,162.2855225
4.171451092,4.65656662,99.52499,25.967016,21.015902,16.973902,16.224384,103.823586,84.93304,134.74776,136.95308,146.14085,126.50384,176.75206,172.6242065
4.20986557,3.181369543,95.235115,26.27251,17.703768,16.930027,16.203018,99.18654,77.958885,134.46117,136.7382,143.01834,121.02863,169.62556,174.0304718
4.247262716,0.682136297,95.34452,26.61953,19.199047,16.93522,16.211203,96.92011,75.3707,134.07603,136.06932,144.42046,122.654015,164.76173,175.6988373
