time,L_elbow,R_elbow,L_shoulder,R_shoulder,trunk_forward,trunk_sidebend,L_knee,R_knee,L_hip,R_hip,L_ankle,R_ankle,L_wrist,R_wrist
6.537181377,52.850292,47.1242,45.22007,2.6170354,12.456391,15.48919964,148.71606,169.6156,154.94064,178.45946,147.68173,134.15659,161.85136,167.13297
6.574910641,53.65045,46.028305,46.434128,4.3991265,12.600553,15.48852158,155.08002,172.15826,159.55244,179.2675,147.77612,141.62204,160.10045,167.90895
6.61350131,53.900116,45.04819,46.394176,7.3448896,13.197704,15.10592175,173.1466,176.30133,171.98329,175.64566,162.57451,156.4308,161.56819,168.223
6.656008482,54.05342,44.258797,46.02597,6.7193933,13.315194,15.11800003,165.63069,173.88002,166.97858,177.94766,154.11935,148.2272,162.05042,170.86429
6.691027403,52.804253,44.06039,45.296196,6.4151177,13.601359,15.34647274,163.52551,172.95454,165.4027,178.36159,152.5634,146.07051,164.04495,169.20895
6.728920698,51.924046,44.259636,45.6206,5.7731237,13.752179,15.49629688,152.40016,171.81648,158.22554,179.47214,151.95674,144.8545,164.22604,167.90364
6.770432949,51.3359,43.975033,44.52739,5.7764497,13.803586,15.48486423,152.70285,171.86992,158.44646,179.65001,150.09674,146.25636,165.28906,167.66663
6.809338331,50.601448,44.99073,44.33379,5.068636,13.742191,15.38206005,151.04805,172.53601,156.4604,179.79063,150.19652,146.94252,166.90227,167.07649
6.848543406,55.26608,41.123745,29.01476,4.5001497,8.825878,10.29321289,56.13541,104.8106,68.867966,122.03586,129.70984,124.701065,168.46504,164.02869
6.887556076,59.551617,46.47162,20.257868,19.938261,7.8109007,9.169647217,53.855843,121.99955,68.50229,137.01532,129.50241,127.51983,159.91985,161.03947
6.926276445,81.516556,68.53494,31.643154,42.58822,1.674445,1.949532866,161.37958,163.24487,167.20345,173.28824,113.865845,112.09877,150.80907,146.26013
6.967406273,96.33067,90.46803,41.08709,55.326843,0.6029587,0.4801054,156.21031,165.02698,165.1954,170.95714,123.6919,116.64771,150.07352,164.19193
7.006314039,115.93422,127.10151,50.756184,67.735756,0.27695304,0.138476402,134.39749,142.19632,143.80074,156.45383,123.638756,110.89072,156.28691,151.54926
7.045266628,114.465195,146.98932,46.94141,77.77401,0.2697954,0.216704801,78.79154,121.87741,91.60788,141.88882,120.06275,105.83053,145.67836,160.83752
7.086327076,150.86113,150.97395,70.91711,77.22335,1.1364275,1.570846677,66.17894,105.372406,79.01319,129.73593,128.67966,119.48496,169.02312,173.48674
7.125333548,145.03009,149.3619,73.022644,75.064064,1.2461549,2.161026001,60.68738,97.65346,69.89045,124.65325,131.79623,120.92942,177.23337,175.38377
7.164439678,138.12202,146.02052,68.66231,72.4179,1.984259,3.201061964,79.71712,104.61626,87.82336,132.93733,132.87315,111.53632,175.65305,175.20338
7.206660032,135.4586,142.99109,66.36186,71.60097,2.343849,3.532191753,118.89565,118.75623,128.50676,140.02907,130.3948,110.8264,174.04993,175.53944
7.242991209,149.0746,141.83183,65.085236,72.71083,1.1269172,1.657884002,83.55517,113.12569,94.12335,136.92575,127.27686,108.00328,158.07162,172.32294
7.281888485,147.65588,139.14153,65.80905,70.88922,1.1450047,1.671988964,105.58469,114.01767,115.28528,137.69809,125.6321,103.733154,170.44109,173.0001
7.322552919,147.61473,139.67517,65.25162,70.902504,1.2508571,1.567978859,150.86879,147.3782,155.50876,159.99263,125.95655,108.79592,163.5446,169.31021
7.361405134,147.57393,139.80362,65.0524,70.44376,1.1788557,1.501547337,151.7345,149.58186,155.60915,161.19963,126.87118,113.83609,160.66206,168.94731
7.406451702,145.54005,140.01662,63.082367,71.225655,0.87357295,1.060540438,156.17084,155.5011,159.90338,165.083,126.57327,116.31478,42.94855,166.77307
7.44125247,146.63252,141.18013,62.359924,71.34681,0.9855619,1.221252203,156.39833,157.21553,160.4115,166.40627,131.14351,120.549515,134.15152,166.30992
7.481238604,135.97182,142.70747,59.09282,72.31613,0.36369452,0.583162248,134.71338,146.85081,141.32265,159.52527,132.85869,123.728325,169.02144,168.19052
7.521148443,133.9673,142.87593,55.78173,74.995384,0.5366834,0.931672335,133.05302,147.3279,139.89218,155.05637,128.186,118.387115,144.93936,164.87418
7.559906244,131.53514,139.04185,53.458015,72.11079,1.256009,1.729861259,132.83879,148.4514,139.69586,156.88242,130.05591,115.13279,134.3056,163.24066
7.606616259,128.98695,133.63708,49.926346,70.01684,1.8384533,2.37759304,140.39513,150.21815,147.13754,158.44772,126.37979,116.139435,130.58214,162.65994
7.639944077,118.18814,124.44681,45.68456,66.45337,1.7092621,2.260533094,141.0394,152.5969,149.61961,160.78514,126.30075,114.57501,145.21196,161.71906
7.680475473,105.05877,114.842285,37.225456,62.770267,0.8021066,1.251951575,148.91977,165.02373,157.0431,166.93317,130.23964,117.13533,154.65309,160.74817
7.727808952,101.63826,112.30296,34.99527,61.196552,0.56923896,0.994259596,150.28053,165.56049,158.52974,167.28395,130.97581,116.66118,150.91454,160.59238
7.75617671,102.77668,106.28313,35.877167,58.598827,0.68784946,1.052762508,158.91544,168.75662,164.48318,169.87358,129.01363,115.04225,152.5669,161.36743
7.792898893,107.47735,96.034424,39.39985,53.86188,0.2502292,0.552138507,148.94864,164.69577,155.76207,167.64337,128.05956,110.0856,148.90077,166.1069
7.840700865,91.32194,87.4254,38.704685,47.21163,2.3035026,2.663224936,139.89479,161.25743,148.19278,165.36153,132.61345,119.62349,154.79977,161.0248
7.879423857,92.50372,78.73247,36.058064,42.15197,2.385811,2.88940835,117.84958,148.80547,126.11621,154.33485,125.784645,121.14075,149.34143,154.06161
7.907236338,71.91418,70.993904,23.189665,34.604355,3.4358706,4.62363863,52.388412,86.64469,64.5134,106.39107,124.77733,115.142136,162.93922,158.78352
7.943272114,64.033905,67.21415,23.48433,27.483297,6.9552784,9.390318871,54.156254,92.10616,65.91871,111.257195,131.68127,121.55497,167.94693,161.26234
7.981290579,56.69782,61.111343,21.137562,18.798897,8.392576,11.76781845,58.434723,86.325676,67.690994,102.51974,135.9984,130.83545,169.92844,164.59132
8.029344797,61.294533,61.936897,27.17548,13.313993,9.954928,13.88573456,59.211323,89.31125,65.41278,99.02823,137.34734,137.82074,167.50273,162.15881
8.064855099,64.10874,59.961216,32.67156,9.729851,10.413518,13.98044872,57.763294,91.87652,65.653755,102.58646,138.84499,139.96559,166.21835,172.5303
8.093518972,61.85872,50.777992,46.48863,3.0986986,11.9827,15.8186779,127.17672,159.84906,134.68518,169.3329,155.0161,135.66048,160.07663,170.88623
8.152389526,66.57073,47.02344,48.880554,0.12354069,13.024283,15.93973827,133.35759,167.94324,144.01772,178.3007,155.5186,147.34306,155.21587,172.83748
8.195435762,68.430916,45.26336,48.006897,4.358737,13.272972,15.68303394,134.28456,169.44885,145.52713,179.81337,153.07188,148.30724,155.4259,172.00536
