time,L_elbow,R_elbow,L_shoulder,R_shoulder,trunk_forward,trunk_sidebend,L_knee,R_knee,L_hip,R_hip,L_ankle,R_ankle,L_wrist,R_wrist
1.240572214,5.992437,20.579607,27.94678,2.647006,15.824478,17.33347,179.26831,177.32167,179.33089,170.65129,179.4762268,168.53537,178.83583,169.5456085
1.27849555,7.135341,17.779247,27.578444,5.34049,15.79334,17.291994,176.35825,178.84901,178.47556,171.31465,171.6411591,169.55956,178.53365,172.4159241
1.330184221,6.304624,16.244894,27.386732,6.2359276,16.025787,17.487482,174.25453,179.32188,178.41698,171.877,168.99263,170.08624,179.9802,174.881958
1.368153095,5.7405753,16.22848,27.133389,6.8780866,16.111563,17.522655,173.60622,179.56567,178.32065,172.06288,167.0723267,170.42853,179.6562,174.4321136
1.405989408,6.3885937,15.867864,26.003511,8.318288,16.223982,17.669415,172.15346,179.85329,177.97908,172.3789,169.536377,169.71033,179.72446,172.8517609
1.446844816,6.779659,15.3667965,25.008461,10.107154,16.155893,17.54986,172.84622,179.95152,177.49522,172.7588,171.5759888,170.13542,179.9802,171.5765381
1.479052305,6.3177648,15.095868,24.9004,12.221806,16.365017,17.375637,173.8622,179.7059,177.87799,172.69342,174.4034882,170.40468,179.07527,170.3079529
1.521803856,5.965092,15.059226,25.057436,13.57566,16.424582,17.31699,175.13069,179.34508,178.13985,173.18167,176.3178253,170.76562,178.35394,171.4642181
1.550053358,5.9891973,14.9998045,24.682789,15.693893,16.494658,17.320683,175.61795,179.18698,178.13417,173.45392,179.2616577,170.75735,177.10835,170.2473907
1.589245558,7.046787,14.242302,24.230482,16.939629,16.404726,17.254168,175.54187,179.68909,177.58546,173.46507,178.6944733,170.5537,177.84604,171.0697174
1.638589144,8.246169,12.817657,23.995552,18.788277,16.341715,17.234848,175.45583,179.94405,177.00153,173.0286,177.6750946,171.17767,179.56929,172.9691772
1.676396608,8.865587,10.6716385,23.926176,20.882246,16.190357,17.17918,176.31697,179.91606,176.94685,173.06097,176.1975861,170.56311,179.08742,176.0348206
1.713578701,8.883496,8.548424,22.944162,25.397772,16.197643,16.885122,176.46587,176.94,176.30127,172.23834,176.0945892,172.29471,178.19484,178.5569305
1.751021624,11.487152,7.8480544,21.633936,27.041779,16.144402,16.81873,176.1757,176.85576,174.71564,172.63614,175.3577881,172.73306,179.57158,178.0283966
1.784180164,12.00643,5.4174314,21.339216,28.044786,16.157291,16.856823,176.85147,176.06537,174.36319,172.76294,173.0240631,172.52731,179.05125,179.0880585
1.828027487,13.841124,3.4835207,20.532045,28.645538,15.881174,16.876408,176.98909,175.99709,172.92776,173.84886,172.7223511,172.43648,179.50583,177.9243317
1.8661623,15.805806,2.4840405,18.483942,28.84336,15.699877,16.868996,176.47389,174.60497,171.64606,173.51248,172.027298,175.99463,178.88898,177.6223907
